0.553327263,0,0.375956243,2.659884013
2.697465682,0.81119683,0.378332305,2.643178992
4.966999483,1.675147854,0.380673345,2.626924141
7.487603213,2.640518401,0.382991795,2.611021993
10.00769716,3.611233955,0.385190225,2.596119877
12.65343365,4.636243195,0.387419247,2.581183067
15.42442208,5.715718212,0.389563163,2.566977821
18.19507948,6.800794418,0.391631317,2.553421947
20.96527343,7.891089208,0.393580669,2.540775192
23.73507015,8.986343392,0.395427641,2.528907682
26.50453584,10.08634625,0.397189559,2.517689543
29.27373671,11.19093776,0.398884575,2.506990901
32.04260654,12.29984227,0.400489938,2.496941631
34.81131086,13.41301585,0.402055784,2.487217046
37.57971725,14.53017505,0.403538729,2.478076894
40.34789192,15.65116979,0.404958096,2.469391303
43.11600039,16.77603506,0.406366035,2.460835586
45.88381092,17.90443443,0.407686638,2.452864303
48.65138974,19.03620761,0.40893982,2.445347579
51.41903476,20.17155811,0.410222586,2.437700982
54.18671289,21.31052525,0.411524421,2.429989447
56.95432481,22.4530298,0.412812412,2.422407786
59.72200293,23.59921045,0.414130763,2.414696252
62.48951554,24.74883941,0.415401526,2.407309403
65.25725987,25.90232191,0.416759049,2.399467994
68.024938,27.0594958,0.41810277,2.391756459
70.79258302,28.22036723,0.419443758,2.384109861
73.56036045,29.38515695,0.420839374,2.376203515
76.32820409,30.55392727,0.422267465,2.368167295
79.09601463,31.72663094,0.423693623,2.360196012
81.86402379,32.9035881,0.425199878,2.351835106
84.63206605,34.08479119,0.426728705,2.343409263
87.40034003,35.27058676,0.428351954,2.33452886
90.16887883,36.46129009,0.430083671,2.325128961
92.93764935,37.65716147,0.431914228,2.315274501
95.70678401,38.8586748,0.433894872,2.304705734
98.47615039,40.06606357,0.43598015,2.293682406
101.2457816,41.27967523,0.438185292,2.282139582
104.0156445,42.49980273,0.44050104,2.270142198
106.7859378,43.72706206,0.443007008,2.257300632
109.5566283,44.96194882,0.445696392,2.24367982
112.3275836,46.20478633,0.448523112,2.229539511
115.0992341,47.4566409,0.451663936,2.214035523
117.871017,48.71753271,0.454902804,2.198271787
120.5171375,49.92991367,0.458172996,2.182581707
122.9118765,51.0349313,0.461435515,2.167150053
125.1809531,52.08943682,0.464728921,2.151792056
127.3245099,53.09286758,0.468114839,2.136227943
129.3424003,54.04436809,0.471532315,2.120745424
131.3607003,55.00342679,0.475181438,2.104459308
133.2533093,55.90971722,0.47885772,2.088302972
135.0202923,56.76244697,0.482590811,2.072148862
136.6614499,57.5605247,0.486289518,2.056388146
138.1769121,58.30311961,0.490012153,2.040765713
139.6931633,59.05240527,0.494169879,2.023595613
141.0832059,59.7448056,0.49811448,2.007570631
142.3475496,60.37961487,0.502085982,1.991690736
143.6125488,61.02027485,0.506450896,1.974525086
144.7517035,61.60213223,0.510779948,1.957790247
145.7649955,62.12403827,0.515059852,1.941521933
146.7790158,62.65112378,0.519797798,1.923825003
147.6668335,63.11661729,0.524312011,1.907261285
148.429086,63.51980157,0.528938002,1.890580742
149.1917025,63.92692431,0.533849846,1.873185891
149.9556543,64.33916438,0.539615345,1.853171909
150.7191205,64.75542408,0.545223468,1.834110339
151.3538049,65.10391401,0.549075952,1.821241665
